# PLATEIFU     MANGAID     Z           NSA_Z       NSA_ZDIST   NSA_ELPETRO_BA   NSA_ELPETRO_PHI   NSA_ELPETRO_TH50_R   NSA_SERSIC_BA   NSA_SERSIC_PHI   NSA_SERSIC_TH50   NSA_SERSIC_N  
  10219-1902   1-384222    0.0166207   0.0166207   0.0176636   0.968005         12.1757           3.03844              0.957553        16.7108          5.8816            3.50908       
  10219-3702   1-384250    0.0151598   0.0151598   0.0163632   0.598541         5.1808            5.0651               0.496845        6.96094          16.3424           6.0           
  10219-3701   1-384167    0.0155788   0.0155788   0.016763    0.549474         66.7309           4.58261              0.421026        66.3491          6.38444           3.32866       
  10219-9101   1-384191    0.0230432   0.0230432   0.0228671   0.649128         64.2845           7.22273              0.580277        65.0826          10.3461           1.50662       
  10219-3703   1-384363    0.01591     0.01591     0.0170734   0.644502         168.213           3.93078              0.539897        169.426          4.20444           1.79987       
  10219-6102   1-384194    0.0150407   0.0150407   0.0162055   0.777591         69.9662           10.7132              0.729156        69.7548          14.7656           3.40057       
  10219-12703  1-556776    0.092713    0.092713    0.092567    0.593794         62.477            6.90054              0.514871        59.7704          10.8377           3.52208       
  10219-12705  1-605208    0.0169954   0.0169954   0.0179335   0.380127         134.57            10.5663              0.256699        134.633          14.6294           1.61229       
  10219-12704  1-383825    0.0407711   0.0407711   0.0406095   0.95226          21.2118           -9999.0              1.0             134.954          159.758           0.5           
  10219-6104   1-605180    0.0216591   0.0216591   0.0214873   0.884463         90.4446           6.68325              0.895354        94.8914          6.47256           0.576286      
  10219-3704   1-384149    0.0924004   0.0924004   0.0922181   0.936728         93.2711           4.74952              0.922432        90.0             6.55834           6.0           
  10219-6103   1-384306    0.0261091   0.0261091   0.0259536   0.370804         158.148           6.10411              0.222171        158.509          7.41384           1.11079       
  10219-1901   1-384189    0.0168638   0.0168638   0.0178431   0.676958         113.06            3.68674              0.526895        112.261          5.44285           3.25399       
  10219-12702  1-556820    0.021666    0.021666    0.021491    0.935541         145.491           8.79095              0.942426        149.569          9.57966           1.19096       
  10219-12701  1-384262    0.016806    0.016806    0.0178075   0.673074         137.174           12.9645              0.624158        137.241          14.9023           1.62565       
  10497-9102   1-584805    0.0440739   0.0440739   0.043853    0.965501         175.156           8.27111              0.965748        13.6602          19.3323           4.75028       
  10497-12704  1-412407    0.0795131   0.0795131   0.0793112   0.775236         126.263           10.4487              0.734679        120.228          28.1532           6.0           
  10497-3704   1-412393    0.0163688   0.0163688   0.0174419   0.38879          16.6606           3.88164              0.223421        17.1414          4.3715            1.1584        
  10497-6104   1-383050    0.0449745   0.0449745   0.0447606   0.787387         33.5112           3.46683              0.727179        31.0206          3.37403           0.837308      
  10497-12701  1-383145    0.0161623   0.0161623   0.0172135   0.391816         91.4242           10.3603              0.317825        91.5935          11.8346           0.961628      
  10497-3703   1-412398    0.0160309   0.0160309   0.0171448   0.874124         143.431           4.12709              0.867448        139.535          8.25345           6.0           
  10497-12703  1-383040    0.0445062   0.0445062   0.0443048   0.736432         27.33             5.71098              0.647379        27.3621          6.15586           0.824587      
  10497-12702  1-383052    0.104144    0.104144    0.103932    0.776729         65.4909           9.68438              0.740706        59.6962          34.9965           5.60186       
  10497-1902   1-412272    0.0447901   0.0447901   0.0445725   0.962199         140.794           2.27178              0.979587        140.859          2.6864            3.58803       
  10497-1901   1-412352    0.0405681   0.0405681   0.0403608   0.776208         12.2943           1.7095               0.602366        19.0318          1.61525           1.82426       
  10497-3701   1-383151    0.0395477   0.0395477   0.0393374   0.749655         52.6625           2.81646              0.657714        52.5746          2.88107           1.04352       
  10497-6103   1-412397    0.0164805   0.0164805   0.0175448   0.655819         136.13            6.31534              0.361565        135.85           28.0293           3.12127       
  10497-6101   1-383135    0.0615033   0.0615033   0.0613096   0.905726         174.681           3.95009              0.862056        25.5694          4.85034           2.51873       
  10497-3702   1-605013    0.0157002   0.0157002   0.0167719   0.44589          33.6966           9.06247              0.29042         33.6967          13.3903           3.0867        
  10497-9101   1-412264    0.104962    0.104962    0.104744    0.742539         81.6166           6.91479              0.71407         80.6948          13.9659           6.0           
  10497-12705  1-412212    0.0388285   0.0388285   0.0386081   0.460663         143.699           5.45272              0.36014         143.945          6.06888           1.13596       
  10497-6102   1-412366    0.10404     0.10404     0.103835    0.742576         159.038           6.25981              0.713182        157.281          13.6428           6.0           
  9001-3704    1-149228    0.0276285   0.0276285   0.0278615   0.782937         151.718           4.92941              0.706344        155.386          6.34641           3.39356       
  9001-3702    1-149051    0.0683235   0.0683235   0.0685538   0.701985         74.0908           3.1389               0.536058        72.4976          3.38157           2.3259        
  9001-3701    1-148907    0.0223736   0.0223736   0.0225947   0.610934         175.582           4.11234              0.435108        175.635          4.28273           1.69391       
  9001-3703    1-149116    0.0258805   0.0258805   0.0261235   0.857734         165.718           4.51666              0.750308        168.874          6.41388           6.0           
  9001-1902    1-149329    0.0262379   0.0262379   0.0264792   0.93697          115.685           3.42847              0.835589        131.405          5.64402           6.0           
  9001-12703   1-149603    0.0793576   0.0793576   0.079599    0.792433         96.3505           7.82184              0.852276        83.2442          11.1122           6.0           
  9001-12702   1-612718    0.0463145   0.0463145   0.046548    0.448226         55.0842           3.73999              0.198419        53.9866          3.49942           1.04755       
  9001-6101    1-149066    0.0214911   0.0214911   0.0217138   0.499346         173.46            6.01688              0.374286        175.156          6.53764           1.57417       
  9001-12705   1-149284    0.130902    0.130902    0.131124    0.695036         148.087           7.22402              0.785871        132.362          5.68103           6.0           
  9001-12704   1-149109    0.0211671   0.0211671   0.0214099   0.432823         123.366           8.9449               0.333609        179.996          7.75093           1.21936       
  9001-6102    1-148892    0.0226777   0.0226777   0.0228964   0.363762         140.271           6.1953               0.209924        140.48           6.93734           0.952363      
  9001-6104    1-149323    0.0262639   0.0262639   0.0265107   0.635879         166.692           6.29069              0.52331         167.403          18.6327           5.28276       
  9001-6103    1-149105    0.0220903   0.0220903   0.0223292   0.8348           9.38133           6.52822              0.806284        10.9466          6.65917           1.48639       
  9001-9102    1-186744    0.0214304   0.0214304   0.02168     0.693454         116.477           2.63526              0.501893        112.986          2.67005           2.07287       
  9001-1901    1-148918    0.0224909   0.0224909   0.0227116   0.949854         120.823           1.71833              0.963288        115.837          1.75184           4.41029       
  9001-12701   1-148841    0.115636    0.115636    0.115852    0.75079          90.5224           7.98564              0.643735        86.4514          14.172            6.0           
  9001-9101    1-148921    0.0226711   0.0226711   0.0228927   0.503011         97.4113           7.34514              0.372706        97.6645          9.64921           2.16265       
  8722-6101    1-45490     0.0787592   0.0787592   0.0790459   0.627653         5.15536           3.63105              0.463735        6.366            5.38813           4.86822       
  8722-6102    1-548300    0.0721737   0.0721737   0.0724902   0.859395         18.1959           6.13749              0.800346        21.0497          7.04524           6.0           
  8722-12703   1-46316     0.0967985   0.0967985   0.0970835   0.832579         110.353           5.05536              0.824339        115.289          5.26356           2.41282       
  8722-9101    1-46371     0.095215    0.095215    0.0954955   0.848799         122.689           4.31202              0.839072        120.782          6.73803           5.3648        
  8722-9102    1-548302    0.0959524   0.0959524   0.0962447   0.818107         150.671           4.58411              0.795556        150.342          9.06082           6.0           
  8722-3704    1-45836     0.0784304   0.0784304   0.0787224   0.966835         72.1172           5.91243              0.911115        73.3302          11.0778           6.0           
  8722-3701    1-605161    0.00165602  0.00165602  0.00259652  0.658374         54.0853           56.1765              0.603204        55.8337          59.0683           0.762215      
  8722-6104    1-45489     0.0773827   0.0773827   0.0776687   0.838811         72.7999           5.43001              0.730172        74.1246          12.3507           5.92925       
  8722-3702    1-46076     0.110306    0.110306    0.110621    0.908863         110.034           5.9114               0.869393        107.292          9.94277           4.99931       
  8722-12704   1-46358     0.0237579   0.0237579   0.0240414   0.68242          75.6194           11.1732              0.603931        75.3229          11.878            0.535565      
  8722-12702   1-45470     0.0432682   0.0432682   0.043555    0.877915         38.1753           12.8776              0.681046        40.5579          20.7612           6.0           
  8722-1902    1-46374     0.0657507   0.0657507   0.0660324   0.743159         49.558            -9999.0              0.570498        46.3822          159.758           2.90984       
  8722-6103    1-46006     0.0729028   0.0729028   0.0732203   0.825612         150.273           6.03073              0.788798        148.948          10.3427           4.52773       
  8722-12701   1-46349     0.0942849   0.0942849   0.0945634   0.812796         125.418           8.56174              0.740602        116.597          14.247            6.0           
  8722-12705   1-46428     0.0237925   0.0237925   0.0240733   0.72251          156.544           11.0126              0.667438        156.431          11.5443           0.792862      
  8722-3703    1-46032     0.0177848   0.0177848   0.018385    0.54791          150.253           4.72583              0.422657        150.839          5.48355           1.78443       
  8722-1901    1-46057     0.0812156   0.0812156   0.0815321   0.950547         87.3309           2.25446              0.887703        82.6863          4.27521           6.0           
  8981-9101    1-401876    0.040838    0.040838    0.0408429   0.563156         46.9145           6.61898              0.414895        46.4655          9.83714           3.50213       
  8981-3704    1-404052    0.0227295   0.0227295   0.0227447   0.919682         136.836           3.33758              0.767325        124.039          3.28247           6.0           
  8981-6104    1-403982    0.0717308   0.0717308   0.0717381   0.484325         116.12            8.16421              0.392466        121.972          14.5413           4.53893       
  8981-6101    1-401864    0.0333242   0.0333242   0.0333255   0.628662         32.2868           6.62927              0.481343        33.4041          8.14116           2.96788       
  8981-1902    1-404060    0.0223856   0.0223856   0.0224054   0.538724         72.4969           3.07009              0.231614        69.5178          3.0413            2.2675        
  8981-12701   1-404012    0.144796    0.144796    0.144812    0.596017         122.583           11.0461              0.657138        112.208          13.3954           6.0           
  8981-6103    1-401964    0.0744388   0.0744388   0.0744618   0.643834         42.5857           4.02215              0.509667        42.1722          4.57578           2.1875        
  8981-3701    1-402070    0.117972    0.117972    0.117984    0.746157         97.6242           3.11524              0.590161        98.8235          4.23776           4.41656       
  8981-3703    1-404045    0.0210115   0.0210115   0.0211545   0.375599         109.094           5.08518              0.229141        109.07           6.02395           2.33364       
  8981-9102    1-404033    0.0229093   0.0229093   0.0229247   0.339172         156.959           8.12725              0.243057        157.487          9.47369           1.50149       
  8981-6102    1-402062    0.143088    0.143088    0.143105    0.976842         131.435           4.00763              0.941179        174.756          5.70456           6.0           
  8981-12703   1-404032    0.0226256   0.0226256   0.0226415   0.49398          121.987           8.93269              0.38145         121.205          12.3672           3.44894       
  8981-3702    1-401878    0.0315232   0.0315232   0.0315255   0.71258          47.916            5.24298              0.626571        46.9369          5.42177           1.40366       
  8981-12704   1-402060    0.0226415   0.0226415   0.0226576   0.32864          48.6215           9.15493              0.241984        47.9498          9.91121           0.749788      
  8981-12705   1-403958    0.00574752  0.00574752  0.00636066  0.793772         118.441           6.10295              0.736584        118.11           6.48324           1.37295       
  8981-1901    1-402014    0.0712465   0.0712465   0.0712563   0.91359          64.0521           2.14911              0.836114        67.4594          2.26028           3.23864       
  8981-12702   1-401987    0.0405496   0.0405496   0.0405647   0.429606         135.632           7.31526              0.335866        140.47           9.87118           3.07612       
  8245-1902    1-464210    0.0253694   0.0253694   0.0251255   0.628983         73.0945           3.59485              0.472606        71.8991          4.33471           3.02224       
  8245-3702    1-462966    0.0315154   0.0315154   0.0312732   0.691235         125.094           4.2653               0.566072        123.732          8.58702           6.0           
  8245-6102    1-463969    0.0320491   0.0320491   0.0318051   0.711577         31.8104           9.82047              0.649523        34.2398          20.2494           6.0           
  8245-3701    1-462984    0.0251424   0.0251424   0.0249016   0.808161         136.365           2.86758              0.689354        136.516          3.88509           3.59187       
  8245-1901    1-462994    0.0255086   0.0255086   0.0252754   0.973255         57.1393           7.45476              0.953461        62.7343          7.51941           1.60703       
  8245-6101    1-464061    0.108558    0.108558    0.108312    0.482853         174.335           6.728                0.482111        166.127          7.99372           2.29625       
  8245-6104    1-464294    0.0323571   0.0323571   0.0321028   0.726084         80.8906           6.56111              0.650831        79.2115          13.8552           5.50708       
  8245-12705   1-464069    0.0797396   0.0797396   0.0794831   0.508434         177.181           7.15417              0.427356        177.197          8.2009            1.88141       
  8245-9101    1-464264    0.0266463   0.0266463   0.0263942   0.699902         116.697           7.39599              0.665358        118.644          7.52747           0.585766      
  8245-12704   1-463478    0.034551    0.034551    0.0343238   0.954814         79.7918           9.17222              0.941327        70.0058          15.8533           6.0           
  8245-12703   1-464461    0.0361546   0.0361546   0.0359405   0.472427         110.188           9.96842              0.382007        109.668          12.0789           1.60649       
  8245-9102    1-464310    0.0802701   0.0802701   0.0800242   0.728834         121.23            4.58388              0.626027        120.122          7.59712           4.46399       
  8245-12702   1-567244    0.0343052   0.0343052   0.0340824   0.627567         174.533           9.21382              0.540792        174.638          13.8072           3.77604       
  8245-3703    1-463943    0.0834287   0.0834287   0.0831869   0.599309         35.9634           11.2432              0.53354         32.8442          18.2214           6.0           
  8245-6103    1-463460    0.0343315   0.0343315   0.0341028   0.810593         163.426           6.39643              0.783251        167.65           11.0247           2.29853       
  8245-3704    1-462964    0.0312831   0.0312831   0.0310426   0.616565         148.539           2.921                0.43948         149.661          4.12487           4.52889       
  8245-12701   1-464063    0.0256122   0.0256122   0.02536     0.284897         43.1532           11.1484              0.192446        43.6227          14.0691           1.39303       
  8438-6104    1-505301    0.0437284   0.0437284   0.0433723   0.809256         171.141           3.57849              0.748599        172.537          3.60969           1.41088       
  8438-1902    1-505239    0.0352139   0.0352139   0.0348635   0.957962         125.487           10.9049              0.92584         102.315          13.5349           1.67497       
  8438-3704    1-504663    0.0522835   0.0522835   0.0519257   0.831404         27.0605           5.06225              0.776818        159.765          6.13011           6.0           
  8438-6102    1-474575    0.0501999   0.0501999   0.0498623   0.777796         136.638           3.60941              0.641821        131.279          3.13716           3.60174       
  8438-6103    1-474677    0.119463    0.119463    0.119136    0.927494         131.196           3.74663              0.845635        130.506          3.89834           1.80324       
  8438-3701    1-474573    0.0424053   0.0424053   0.0420643   0.691824         45.8109           2.74126              0.456993        46.0983          3.27678           3.81093       
  8438-12703   1-474943    0.0903881   0.0903881   0.0900685   0.788398         37.7794           5.88142              0.604193        42.3702          6.73791           6.0           
  8438-12705   1-474825    0.0493745   0.0493745   0.0490377   0.43015          20.8904           6.59563              0.360794        21.5689          6.49437           0.666991      
  8438-12702   1-505218    0.0254388   0.0254388   0.0250963   0.864248         97.4585           11.5133              0.829781        94.0106          12.1531           1.1412        
  8438-1901    1-474828    0.0252353   0.0252353   0.0249068   0.959893         128.286           2.05812              0.939867        63.3961          3.01385           6.0           
  8438-9101    1-474540    0.0281991   0.0281991   0.0278574   0.880374         44.1353           10.3709              0.85178         45.8468          10.6214           1.08736       
  8438-12704   1-474826    0.055097    0.055097    0.054767    0.899921         64.3273           6.23096              0.84785         63.0358          6.43685           1.04887       
  8438-3702    1-474803    0.109019    0.109019    0.108682    0.908641         156.779           4.45197              0.920868        154.476          3.10905           6.0           
  8438-12701   1-504694    0.0709824   0.0709824   0.0706231   0.890992         81.3616           5.41045              0.876875        71.7523          7.02471           4.43948       
  8438-9102    1-505223    0.0775259   0.0775259   0.0771813   0.608956         116.51            4.91844              0.490402        116.18           6.97252           3.42525       
  8438-6101    1-567299    0.0910256   0.0910256   0.0907024   0.798702         116.746           3.6288               0.725129        113.272          6.28496           6.0           
  8438-3703    1-474807    0.0257254   0.0257254   0.0253892   0.751316         177.636           4.77137              0.625625        0.155487         5.93981           3.18516       
  8248-6104    1-481779    0.0244325   0.0244325   0.0241149   0.683821         125.127           6.20512              0.547663        105.159          7.81653           6.0           
  8248-1902    1-481671    0.0915489   0.0915489   0.0912196   0.900712         27.9161           3.22274              0.848109        17.6003          5.0807            6.0           
  8248-1901    1-482004    0.0299609   0.0299609   0.0296596   0.84932          112.031           3.3708               0.819111        112.332          3.88275           3.13069       
  8248-12704   1-481936    0.05616     0.05616     0.0558583   0.860545         143.809           9.50764              0.805272        143.607          9.90453           0.781209      
  8248-12705   1-482554    0.0278546   0.0278546   0.0275332   0.932671         138.538           21.7044              0.938463        144.844          61.1549           6.0           
  8248-3702    1-481249    0.0668356   0.0668356   0.066536    0.783912         146.024           3.66219              0.648427        143.048          6.01658           6.0           
  8248-3701    1-481320    0.0274752   0.0274752   0.0271812   0.609361         100.166           4.23336              0.454384        98.7186          5.50789           2.99382       
  8248-6101    1-481021    0.0719147   0.0719147   0.0715884   0.973566         33.0378           6.10844              0.904471        43.2702          9.97674           6.0           
  8248-12702   1-585474    0.0275925   0.0275925   0.0272662   0.270953         56.9122           13.7156              0.177917        57.7214          15.5139           1.29828       
  8248-12703   1-481860    0.0286108   0.0286108   0.0283178   0.737842         83.8781           11.262               0.644928        84.1082          26.15             4.54254       
  8248-3704    1-482580    0.0254989   0.0254989   0.0251933   0.988321         87.699            2.3699               0.990858        23.8622          2.53982           3.25003       
  8248-6103    1-481286    0.109599    0.109599    0.109295    0.796451         53.9546           6.25696              0.750399        54.0687          6.30374           6.0           
  8248-3703    1-605726    0.0317337   0.0317337   0.0314281   0.822733         57.7695           4.92539              0.700244        60.2326          8.01958           4.88927       
  8248-12701   1-481814    0.0519437   0.0519437   0.0516125   0.349804         111.972           6.4257               0.224743        112.772          7.17865           0.941309      
  8248-9101    1-481264    0.126451    0.126451    0.126151    0.607937         116.947           8.2807               0.460828        113.705          11.6475           6.0           
  8248-6102    1-481824    0.0729271   0.0729271   0.0726108   0.672827         142.461           3.6406               0.509527        142.095          6.7479            4.3704        
  8248-9102    1-481051    0.0767214   0.0767214   0.0764069   0.896865         78.4395           3.46962              0.853051        78.5436          6.15211           5.65957       
  8988-9101    1-282472    0.0873207   0.0873207   0.0874103   0.834585         105.438           4.41624              0.779298        102.119          4.91035           2.05312       
  8988-6102    1-397613    0.0735606   0.0735606   0.0736325   0.777801         118.66            5.59269              0.694006        125.884          7.12636           2.83465       
  8988-6103    1-397739    0.0669124   0.0669124   0.0669887   0.838948         9.32814           5.30985              0.802732        11.4641          5.06885           6.0           
  8988-6101    1-401440    0.0227412   0.0227412   0.0227931   0.511841         88.3404           6.72794              0.410558        87.6206          7.70568           1.47329       
  8988-1902    1-397792    0.037617    0.037617    0.0377094   0.843047         140.618           1.54216              0.735971        134.728          0.993113          6.0           
  8988-9102    1-397773    0.0649477   0.0649477   0.0650349   0.646094         150.696           4.25589              0.536912        151.517          6.27632           4.56009       
  8988-12703   1-397212    0.0484983   0.0484983   0.0485737   0.302788         100.58            7.70294              0.187358        100.337          8.7416            1.02891       
  8988-12701   1-401437    0.0205048   0.0205048   0.0207196   0.96716          115.258           15.9022              0.988617        10.9875          16.4274           2.18718       
  8988-3701    1-399194    0.0234757   0.0234757   0.0235266   0.32846          16.4979           6.08491              0.192387        17.0419          6.54985           1.0027        
  8988-3702    1-397697    0.0228028   0.0228028   0.0228908   0.961751         72.2858           4.0492               0.934814        71.4835          3.91396           0.9738        
  8988-3704    1-399258    0.0238421   0.0238421   0.0238956   0.734477         10.7737           4.13671              0.644817        10.6823          4.15839           1.42124       
  8988-12705   1-397639    0.0291361   0.0291361   0.0292018   0.810101         49.7293           10.7988              0.754858        55.7296          11.7127           1.46108       
  8988-3703    1-397651    0.0222937   0.0222937   0.0223578   0.902239         50.7159           6.98245              0.906313        48.9344          7.21854           1.48228       
  8988-6104    1-590142    0.0371091   0.0371091   0.0371833   0.728673         102.216           5.8022               0.56034         103.54           7.92763           3.2487        
  8988-12704   1-397224    0.0583504   0.0583504   0.0584232   0.837506         162.35            6.0909               0.761737        163.535          6.4249            0.884073      
  8988-1901    1-397643    0.0206258   0.0206258   0.0208263   0.295168         159.547           8.24905              0.168278        159.83           8.70119           0.909625      
  8988-12702   1-397647    0.0205119   0.0205119   0.0207292   0.382211         162.712           12.5115              0.296718        162.391          15.4093           1.91566       
  10514-3703   1-77708     0.0220422   0.0220422   0.0214836   0.855905         152.364           4.65528              0.817248        156.812          5.45597           2.71346       
  10514-6104   1-78021     0.0239956   0.0239956   0.0234379   0.736572         177.177           6.60163              0.650439        177.559          12.8922           6.0           
  10514-1902   1-55065     0.0602988   0.0602988   0.059729    0.38999          95.6149           3.164                0.719257        100.147          6.89198           6.0           
  10514-12702  1-77735     0.0277706   0.0277706   0.0272141   0.790435         164.749           8.91721              0.749864        166.964          9.87482           1.29106       
  10514-9102   1-585668    0.0164514   0.0164514   0.01747     0.791287         50.9354           11.5839              0.700631        49.3669          26.0146           6.0           
  10514-12705  1-77704     0.0234383   0.0234383   0.022872    0.279171         178.639           12.0863              0.234633        174.553          14.9805           1.52395       
  10514-3702   1-77755     0.0850587   0.0850587   0.0845056   0.938818         94.2615           3.55668              0.840175        69.0334          5.44691           6.0           
  10514-12703  1-77898     0.0183063   0.0183063   0.018657    0.736618         153.676           8.81128              0.691582        153.123          9.22136           1.20218       
  10514-9101   1-78077     0.0225214   0.0225214   0.0219686   0.425708         56.7549           8.03827              0.332684        56.4166          8.80583           0.822593      
  10514-6103   1-78040     0.0538717   0.0538717   0.0533083   0.787135         40.3649           4.02695              0.698547        40.1674          4.35286           1.70118       
  10514-12701  1-54655     0.0163151   0.0163151   0.0173224   0.784498         78.651            10.3541              0.717745        76.8834          12.002            1.48188       
  10514-6101   1-54999     0.0503336   0.0503336   0.049768    0.559911         114.559           3.45074              0.415281        113.303          4.49224           3.62708       
  10514-6102   1-55037     0.14451     0.14451     0.143941    0.836591         36.0888           5.86566              0.637501        34.6275          13.8911           6.0           
  10514-12704  1-78029     0.0239729   0.0239729   0.0234146   0.835315         39.3497           9.64275              0.663893        34.77            12.5847           2.00441       
  10514-1901   1-77742     0.0235589   0.0235589   0.0230037   0.888709         64.6609           3.47971              0.773992        60.0687          5.84645           6.0           
  10514-3704   1-55075     0.093887    0.093887    0.0933102   0.945647         76.2153           2.83487              0.939512        100.356          2.715             6.0           
  10514-3701   1-54979     0.0189364   0.0189364   0.0190009   0.357029         45.279            5.83562              0.201181        44.9153          6.48423           0.700702      
  9874-6104    1-457160    0.0235582   0.0235582   0.0234546   0.493135         115.575           4.28513              0.348872        115.223          4.69576           1.87681       
  9874-6102    1-456896    0.0235834   0.0235834   0.023487    0.771879         149.93            4.09572              0.627644        146.054          3.62675           2.03648       
  9874-12701   1-404264    0.0193047   0.0193047   0.0196756   0.719297         92.5903           4.27355              0.567276        90.3986          4.48905           2.26621       
  9874-3702    1-404306    0.0248782   0.0248782   0.0247991   0.740435         90.3414           3.8798               0.654418        91.0107          5.78124           5.94364       
  9874-12703   1-456957    0.0273458   0.0273458   0.0272438   0.543171         164.641           4.69657              0.32716         165.337          5.51081           3.11026       
  9874-1901    1-456668    0.0259511   0.0259511   0.0258437   0.864512         57.6623           3.59827              0.568138        47.627           5.72723           6.0           
  9874-12702   1-456861    0.0235147   0.0235147   0.0234121   0.685433         139.508           9.0274               0.51534         162.059          9.10601           4.40174       
  9874-6103    1-456972    0.0253384   0.0253384   0.0252449   0.47188          142.31            4.53046              0.30601         142.268          4.89289           2.82708       
  9874-9102    1-404358    0.0194694   0.0194694   0.0198084   0.69107          82.7587           7.12341              0.589128        82.1909          9.12282           2.67737       
  9874-3703    1-623640    0.021926    0.021926    0.0218232   0.447624         8.57669           4.77521              0.261052        8.71954          5.95833           3.11683       
  9874-1902    1-457006    0.0273864   0.0273864   0.0272881   0.562969         135.766           3.52921              0.252212        137.232          4.36324           5.07929       
  9874-12704   1-404292    0.0213895   0.0213895   0.0213315   0.888557         2.3521            5.02237              0.84358         6.23035          11.499            6.0           
  9874-3701    1-591253    0.0225232   0.0225232   0.0224266   0.709213         99.2181           3.82356              0.630026        99.4841          4.35782           2.71309       
  9874-12705   1-456672    0.0196411   0.0196411   0.0199171   0.869834         81.7848           3.99741              0.803763        74.1805          5.46053           3.98738       
  9874-6101    1-456952    0.017616    0.017616    0.0183723   0.773768         22.5646           5.71912              0.536448        16.6093          9.90563           3.57786       
  9874-3704    1-456716    0.0234198   0.0234198   0.023309    0.651743         76.0605           3.82675              0.441546        74.4493          7.87282           6.0           
  9874-9101    1-623985    0.0258848   0.0258848   0.0257901   0.570998         133.173           7.26551              0.481118        133.26           8.9617            2.40792       
  10220-6101   1-146543    0.0778182   0.0778182   0.0778243   0.8177           134.177           3.91627              0.756769        136.522          5.61993           2.96855       
  10220-3703   1-201936    0.0383101   0.0382159   0.0382554   0.761502         121.374           2.08684              0.602836        120.189          3.01385           6.0           
  10220-6102   1-201919    0.121396    0.121396    0.121434    0.973861         23.2168           2.54835              0.839393        161.729          3.52254           5.87639       
  10220-12705  1-201934    0.0371346   0.0371346   0.0371706   0.7409           47.9237           12.3738              0.665157        47.907           13.5878           0.88915       
  10220-3701   1-201961    0.0387427   0.0387427   0.0387699   0.565176         145.084           2.85817              0.357565        139.378          3.16534           2.3689        
  10220-3702   1-201956    0.0698676   0.0698676   0.0698966   0.992717         172.381           3.15445              0.959941        39.3134          3.63124           2.85826       
  10220-9102   1-136333    0.0173655   0.0173655   0.0179441   0.42379          78.8068           7.55413              0.331819        77.9332          8.05435           0.862811      
  10220-1902   1-146605    0.0441979   0.0441979   0.0442124   0.707986         172.622           2.63586              0.516722        175.438          3.27209           6.0           
  10220-1901   1-153127    0.0175908   0.0175908   0.0181354   0.800838         24.8678           2.45927              0.689435        29.1947          3.28965           4.00794       
  10220-6103   1-604951    0.0384967   0.0384967   0.0385372   0.569648         159.665           6.09871              0.467855        159.369          8.27183           3.58699       
  10220-6104   1-202008    0.0396988   0.0396988   0.0397264   0.516509         148.354           5.14422              0.277109        149.849          5.69029           1.53371       
  10220-12702  1-153142    0.0382065   0.0382065   0.0382567   0.272655         28.953            11.0283              0.188503        29.5819          13.0184           1.19609       
  10220-12704  1-136450    0.0438907   0.0438907   0.0439399   0.601947         55.4281           4.38351              0.405494        31.6854          2.62844           3.19554       
  10220-3704   1-201970    0.0730278   0.0730278   0.0730465   0.930248         26.1011           3.09179              0.781964        32.769           3.60757           6.0           
  10220-12703  1-153151    0.0171688   0.0171688   0.0178347   0.735718         6.40918           9.39044              0.690251        5.24255          9.72854           0.790531      
  10220-12701  1-153155    0.0181995   0.0181995   0.0185889   0.295675         93.8303           11.4111              0.19803         93.7862          13.0477           0.82356       
  10220-9101   1-201969    0.0363553   0.0363553   0.0363808   0.734429         79.7993           7.19938              0.590386        79.0158          10.5947           3.49523       
  9878-9102    1-457965    0.0397968   0.0397968   0.0396955   0.509486         39.7364           4.74215              0.399894        40.0996          4.99378           1.18679       
  9878-12705   1-458007    0.065239    0.065239    0.0651494   0.674794         112.472           5.66221              0.601966        111.258          6.04469           0.881774      
  9878-12702   1-457614    0.073217    0.073217    0.0731107   0.76525          48.8468           6.05139              0.634779        43.6385          12.4515           5.73322       
  9878-6104    1-568594    0.0658835   0.0658835   0.0657952   0.800131         40.7423           3.41487              0.651609        38.8217          6.16258           6.0           
  9878-12703   1-457790    0.0371408   0.0371408   0.0370575   0.276765         45.3973           6.04048              0.159449        44.6752          6.98185           1.08087       
  9878-3701    1-522679    0.0632023   0.0632023   0.0630954   0.861094         29.9956           4.50979              0.769585        31.9943          6.86794           6.0           
  9878-6103    1-457771    0.0233597   0.0233597   0.0232737   0.975296         74.5239           6.41963              0.949123        46.9509          11.1811           4.93094       
  9878-1901    1-591700    0.0299274   0.0299274   0.0298166   0.65181          142.984           2.53082              0.250402        141.46           3.39297           6.0           
  9878-9101    1-458047    0.0382267   0.0382267   0.0381412   0.493508         34.5955           4.09196              0.312921        35.6458          4.13244           0.578142      
  9878-12704   1-626306    0.0246908   0.0246908   0.0246069   0.3454           65.8098           10.223               0.24464         65.4317          11.9405           0.984072      
  9878-3704    1-457562    0.0338028   0.0338028   0.0337125   0.511505         178.617           2.33283              0.308547        178.643          2.24366           0.846718      
  9878-6102    1-522651    0.0646262   0.0646262   0.0645067   0.854321         23.5888           3.76385              0.762136        24.8138          6.91409           5.76566       
  9878-3703    1-457602    0.0241121   0.0241121   0.0240219   0.64139          90.1808           4.4205               0.517419        88.6264          5.85811           3.52832       
